feature,coef_scaled,coef_real,bloque_raw
x_bloque_digital_perf,3.751161159149727,10.45235502902968,bloque_digital_perf
x_bloque_digital_awareness,3.090264041986935,8.720041406173962,bloque_digital_awareness
x_bloque_offline,2.8934118824236266,8.253389312949505,bloque_offline
x_bloque_crm,1.0979974698244932,2.8544073943079775,bloque_crm
